segment_id,is_human,time_to_first_action,inter_event_std,path_efficiency,velocity_variance,hover_time_before_click,scroll_variance,error_behavior
human_20260404_225428_jrhosi,1,0.0,291.2686458443025,1.0,3.8751577836713036,0.0,63.47205707491081,0.0
human_20260404_233911_yj1xyc,1,0.0,7255.5354232551845,1.0,4.877979109815213,0.0,172.38317479191443,0.05172413793103448
human_20260404_233911_yj1xyc,1,377.0,7576.367678851078,1.0,2.940490578407003,0.0,117.10344827586206,0.0
agent_20260404_225751_ma0k4j,0,0.0,262.3810122693519,1.0,0.5348494548784111,0.0,4368.56,0.0
