segment_id,is_human,time_to_first_action,inter_event_std,path_efficiency,velocity_variance,hover_time_before_click,scroll_variance,error_behavior
agent_20260404_172303_kyh9el_iter36,0,0.0,259.49116983041785,0.9488311899156459,0.15257976967137338,0.0,8900.039999999999,0.02040816326530612
agent_20260404_172357_6vd0ww_iter37,0,0.0,280.5478313866962,0.9921455558125277,0.27085758009795347,0.0,10322.29,0.03669724770642202
agent_20260404_172500_yp9xrv_iter38,0,0.0,840.2860283662079,0.998945501265899,0.08492744916986643,0.0,8311.884297520663,0.0
agent_20260404_172522_q44vuw_iter39,0,0.0,341.1386100908076,0.9862006305384099,0.12813516977648542,0.0,3970.024691358025,0.021739130434782608
agent_20260404_132224_czysqo_iter4,0,0.0,658.4798704561274,0.9988946208972012,0.9450868133213008,0.0,8949.555555555555,0.0
agent_20260404_172621_73nwz8_iter40,0,0.0,247.16989771271724,0.9990399707800658,0.11313925236071101,0.0,5140.13888888889,0.04807692307692308
agent_20260404_172715_dgqp4b_iter41,0,0.0,279.56435799274954,0.9981215550704128,0.19173992789369143,0.0,10071.333333333334,0.029411764705882353
agent_20260404_172815_dk5jdb_iter42,0,0.0,261.7622759738141,0.998888148292686,0.09920225912221804,0.0,5350.960000000001,0.01904761904761905
agent_20260404_172913_r3zc50_iter43,0,0.0,294.8908652303798,0.9768957831599521,0.16598123864673398,0.0,7245.916666666667,0.04040404040404041
agent_20260404_132238_tdr8do_iter5,0,0.0,230.61300974167852,0.9915671397991177,0.15759521728914647,0.0,11927.673469387755,0.02040816326530612
agent_20260404_132329_xp4c3x_iter6,0,0.0,274.91211468200225,0.9988841340326042,0.8089475157289161,0.0,3578.373333333334,0.0297029702970297
agent_20260404_132425_qov2un_iter7,0,0.0,543.7941724961902,0.9992293350339327,0.60408636516941,0.0,9076.359375,0.0
agent_20260404_132437_m40ih8_iter8,0,0.0,273.9484154994945,0.9990165335457802,0.5537799743195311,0.0,8034.402366863905,0.021739130434782608
agent_20260404_132529_9ndkhp_iter9,0,0.0,586.9109422064244,0.9991214287338029,0.15042172727146252,0.0,7375.950617283951,0.0
